"","world_rank","university_name","country","alumni","award","hici","ns","pub","pcp","year","national_rank","total_score"
"1","1","Harvard University","United States of America",100,100,100,100,100,72.4,2005,"1",100
"501","1","Harvard University","United States of America",100,100,100,100,100,73.6,2006,"1",100
"1001","1","Harvard University","United States of America",100,100,100,100,100,73,2007,"1",100
"1511","1","Harvard University","United States of America",100,100,100,100,100,74.1,2008,"1",100
"2014","1","Harvard University","United States of America",100,100,100,100,100,74.8,2009,"1",100
"2515","1","Harvard University","United States of America",100,100,100,100,100,69.2,2010,"1",100
"3015","1","Harvard University","United States of America",100,100,100,100,100,70.5,2011,"1",100
"3515","1","Harvard University","United States of America",100,100,100,100,100,71.1,2012,"1",100
"3799","1","Harvard University","United States of America",100,100,100,100,100,72.5,2013,"1",100
"3898","1","Harvard University","United States of America",100,100,100,100,100,75.3,2014,"1",100
"4398","1","Harvard University","United States of America",100,100,100,100,100,76.6,2015,"1",100
"2","2","University of Cambridge","United Kingdom",99.8,93.4,53.3,56.6,70.9,66.9,2005,"1",73.6
"502","2","University of Cambridge","United Kingdom",96.3,91.5,53.8,59.5,67.1,66.5,2006,"1",72.6
"1004","4","University of Cambridge","United Kingdom",93.6,91.5,54,58.2,65.4,65.1,2007,"1",71.6
"1514","4","University of Cambridge","United Kingdom",90.3,91.5,53.6,56,64.1,65,2008,"1",70.4
"2017","4","University of Cambridge","United Kingdom",89.4,91.5,53.8,53.9,65.4,65.5,2009,"1",70.2
"2519","5","University of Cambridge","United Kingdom",88.5,92.6,53.9,54.3,65.7,53.1,2010,"1",69.6
"3019","5","University of Cambridge","United Kingdom",87.1,96.7,54.5,54.1,65.1,52,2011,"1",70
"3519","5","University of Cambridge","United Kingdom",80.3,97.2,54.6,55,65.9,52.1,2012,"1",69.8
"3803","5","University of Cambridge","United Kingdom",79.1,97.3,54.6,54,66.2,53.3,2013,"1",69.6
"3902","5","University of Cambridge","United Kingdom",79.1,96.6,50.8,56.2,66.5,55.2,2014,"1",69.2
"4402","5","University of Cambridge","United Kingdom",77.1,96.6,50.8,55.6,66.4,55.8,2015,"1",68.8
"3","3","Stanford University","United States of America",41.1,72.2,88.5,70.9,72.3,65,2005,"2",73.4
"503","3","Stanford University","United States of America",39.7,70.7,88.4,70,71.4,65.3,2006,"2",72.5
"1002","2","Stanford University","United States of America",42,78.7,86.1,69.6,70.3,65.7,2007,"2",73.7
"1512","2","Stanford University","United States of America",40,78.7,86.6,68.9,71.6,66.9,2008,"2",73.7
"2015","2","Stanford University","United States of America",39,78.7,87.1,67.3,70.1,66.9,2009,"2",73.1
"2517","3","Stanford University","United States of America",40.2,78.4,87.6,68.4,69.7,50.1,2010,"3",72.1
"3016","2","Stanford University","United States of America",41.2,78.4,88.4,70.2,70.3,48.6,2011,"2",72.6
"3516","2","Stanford University","United States of America",38,79.7,88.9,71.6,69.6,49.2,2012,"2",72.8
"3800","2","Stanford University","United States of America",40,80.7,88.9,68.7,69.4,50.4,2013,"2",72.6
"3899","2","Stanford University","United States of America",41.8,82.8,79.8,71.1,70.9,51.9,2014,"2",72.1
"4399","2","Stanford University","United States of America",40.7,89.6,80.1,70.1,70.6,53.8,2015,"2",73.3
"4","4","University of California, Berkeley","United States of America",71.8,76,69.4,73.9,72.2,52.7,2005,"3",72.8
"504","4","University of California, Berkeley","United States of America",70.6,74.5,70.5,72.2,71.9,53.1,2006,"3",72.1
"1003","3","University of California, Berkeley","United States of America",72.5,77.1,67.9,72.9,69.2,52.6,2007,"3",71.9
"1513","3","University of California, Berkeley","United States of America",69,77.1,68.8,70.6,70,53,2008,"3",71.4
"2016","3","University of California, Berkeley","United States of America",67.4,77.1,68.4,71.1,69,53.2,2009,"3",71
"2516","2","University of California, Berkeley","United States of America",67.6,79.3,69,70.9,70.6,54.2,2010,"2",72.4
"3018","4","University of California, Berkeley","United States of America",68.3,79.3,70,69.5,69.4,53.1,2011,"4",71.9
"3518","4","University of California, Berkeley","United States of America",67.5,80.9,69.7,68.5,68.1,53.4,2012,"4",71.6
"3801","3","University of California, Berkeley","United States of America",67.8,79,69.7,68.5,68.1,54.7,2013,"3",71.3
"4401","4","University of California, Berkeley","United States of America",65.1,79.4,66.1,65.6,67.9,56.5,2015,"4",69.6
"5","5","Massachusetts Institute of Technology (MIT)","United States of America",74,80.6,66.7,65.8,64.3,53,2005,"4",70.1
"505","5","Massachusetts Institute of Technology (MIT)","",72.9,80.6,66.6,66.4,62.2,53.6,2006,"4",69.7
"1005","5","Massachusetts Institute of Technology (MIT)","United States of America",74.6,80.6,65.9,68.4,61.7,53.4,2007,"4",70
"1515","5","Massachusetts Institute of Technology (MIT)","United States of America",71,80.6,65.6,68.7,61.6,53.9,2008,"4",69.6
"2018","5","Massachusetts Institute of Technology (MIT)","United States of America",71,80.6,65.7,67.9,62,54.4,2009,"4",69.5
"2518","4","Massachusetts Institute of Technology (MIT)","United States of America",70.5,80.3,66.8,70.1,61.4,64.5,2010,"4",71.4
"3017","3","Massachusetts Institute of Technology (MIT)","United States of America",72.8,81.9,67.9,70.6,60.6,63.7,2011,"3",72
"3517","3","Massachusetts Institute of Technology (MIT)","United States of America",69,83.2,68.2,69.2,61.6,64.1,2012,"3",71.8
"3802","4","Massachusetts Institute of Technology (MIT)","United States of America",68,81.3,68.2,69.7,60.1,65,2013,"4",71.1
"3900","3","Massachusetts Institute of Technology (MIT)","United States of America",68.4,80.7,60.6,73.6,61.5,67.1,2014,"3",70.5
"4400","3","Massachusetts Institute of Technology (MIT)","United States of America",68.2,80.7,60.6,73.1,61.1,68,2015,"3",70.4
"6","6","California Institute of Technology","United States of America",59.2,68.6,59.8,65.8,52.5,100,2005,"5",67.1
"506","6","California Institute of Technology","United States of America",57.1,69.1,59.1,64.5,50.1,100,2006,"5",66
"1006","6","California Institute of Technology","United States of America",55.5,69.1,58.4,67.6,50.3,100,2007,"5",66.4
"1516","6","California Institute of Technology","United States of America",52.8,69.1,57.4,66.1,49.7,100,2008,"5",65.4
"2019","6","California Institute of Technology","United States of America",51.5,69.1,57.1,66.2,47.7,100,2009,"5",64.8
"2520","6","California Institute of Technology","United States of America",50.3,68.8,56.7,64.8,46.9,100,2010,"5",64.4
"3020","6","California Institute of Technology","United States of America",52.6,68.8,57.3,65,46.5,100,2011,"5",64.7
"3520","6","California Institute of Technology","United States of America",48.5,68.8,57.4,64.8,46.2,100,2012,"5",64.1
"3804","6","California Institute of Technology","United States of America",47.8,67.2,57.4,62,45.2,100,2013,"5",62.9
"3904","7","California Institute of Technology","United States of America",48.5,66.7,49.3,60,44.9,100,2014,"6",60.5
"4404","7","California Institute of Technology","United States of America",49.5,66.7,49.3,56.4,44,100,2015,"6",59.6
"7","7","Columbia University","United States of America",79.4,60.6,56.1,54.2,69.5,45.4,2005,"6",62.3
"507","7","Columbia University","United States of America",78.2,59.4,56,53.6,69.8,45.8,2006,"6",61.8
"1007","7","Columbia University","United States of America",76,65.7,56.5,54.3,69.6,46.4,2007,"6",63.2
"1517","7","Columbia University","United States of America",72.4,65.7,56.5,52.3,70.5,46.6,2008,"6",62.5
"2020","7","Columbia University","United States of America",70.6,67.7,55.7,49.1,69.6,46.5,2009,"6",61.7
"2522","8","Columbia University","United States of America",70.7,67.4,56.2,47.6,69.9,32.1,2010,"7",60.4
"3022","8","Columbia University","United States of America",69.6,67.4,57.1,50.8,67.5,31,2011,"7",60.4
"3522","8","Columbia University","United States of America",64.2,68,57.4,51.2,67.8,31,2012,"7",60.1
"3806","8","Columbia University","United States of America",66.1,66.4,57.4,49.8,68,31.9,2013,"7",59.8
"3905","8","Columbia University","United States of America",65.1,65.9,51.6,55,69.1,33.1,2014,"7",59.6
"4405","8","Columbia University","United States of America",63.5,65.9,52.1,51.9,68.8,33.2,2015,"7",58.8
"8","8","Princeton University","United States of America",63.4,76.8,60.9,48.7,48.5,59.1,2005,"7",60.9
"508","8","Princeton University","United States of America",61.1,75.3,59.6,43.5,47.3,58,2006,"7",58.6
"1008","8","Princeton University","United States of America",62.3,80.4,59.3,42.9,46.5,58.9,2007,"7",59.5
"1518","8","Princeton University","United States of America",59.3,80.4,61.9,40.5,44.8,59.3,2008,"7",58.9
"2021","8","Princeton University","United States of America",57.8,85.2,61.6,41.5,45.7,61.4,2009,"7",60.2
"2521","7","Princeton University","United States of America",56.4,84.8,61.1,43.3,44.3,65.5,2010,"6",60.8
"3021","7","Princeton University","United States of America",56.7,87.1,62.1,43.8,43.4,64.2,2011,"6",61.2
"3521","7","Princeton University","United States of America",52.3,91.3,62.2,44.4,44.5,66.3,2012,"6",62.1
"3805","7","Princeton University","United States of America",52.9,89.2,62.2,45.8,44,66.9,2013,"6",61.9
"3903","6","Princeton University","United States of America",52.1,88.5,57.1,46.2,44.2,68.1,2014,"5",60.7
"4403","6","Princeton University","United States of America",53.3,93.4,57.1,43,42.4,70.3,2015,"5",61
"9","9","University of Chicago","United States of America",75.6,81.9,50.3,44.7,56.4,42.2,2005,"8",60.1
"509","8","University of Chicago","United States of America",72.9,80.2,49.9,43.7,54.1,41.8,2006,"7",58.6
"1009","9","University of Chicago","United States of America",70.8,80.2,50.8,42.8,54.1,41.3,2007,"8",58.4
"1519","9","University of Chicago","United States of America",67.4,81.9,50.5,39.5,51.9,41.3,2008,"8",57.1
"2022","9","University of Chicago","United States of America",65.8,84.3,49.7,38.6,51.6,41.8,2009,"8",57
"2523","9","University of Chicago","United States of America",65.5,83.9,50.9,39.8,50.5,40,2010,"8",57.3
"3023","9","University of Chicago","United States of America",65,83.9,52,40.4,50.9,39.1,2011,"8",57.5
"3523","9","University of Chicago","United States of America",61.8,85.3,52.2,40.6,49.2,38.9,2012,"8",57.2
"3807","9","University of Chicago","United States of America",60.9,83.4,52.2,41.9,49.8,39.5,2013,"8",57.1
"3906","9","University of Chicago","United States of America",61.4,86.3,48.4,43,50.7,41.5,2014,"8",57.4
"4406","9","University of Chicago","United States of America",59.8,86.3,49,42.9,49.8,42,2015,"8",57.1
"10","10","University of Oxford","United Kingdom",64.3,59.1,48.4,55.6,68.4,53.2,2005,"2",59.7
"510","10","University of Oxford","United Kingdom",62,57.9,48,54.3,66,46,2006,"2",57.6
"1010","10","University of Oxford","United Kingdom",60.3,57.9,46.3,52.3,65.4,44.7,2007,"2",56.4
"1520","10","University of Oxford","United Kingdom",59,57.9,48.4,52,66,45.7,2008,"2",56.8
"2023","10","University of Oxford","United Kingdom",57.6,57.9,48.9,49.8,66.1,45.7,2009,"2",56.3
"2524","10","University of Oxford","United Kingdom",56.2,57.6,48.8,49.8,68.5,41.1,2010,"2",56.4
"3024","10","University of Oxford","United Kingdom",55.5,57.6,48.9,49.7,69.5,40,2011,"2",56.4
"3524","10","University of Oxford","United Kingdom",51.2,56.6,48.9,52.1,68.9,40.3,2012,"2",56.1
"3808","10","University of Oxford","United Kingdom",51.8,55.3,48.9,51.3,69.9,41.2,2013,"2",55.9
"3907","9","University of Oxford","United Kingdom",51,54.9,52.8,52.7,72.7,43,2014,"2",57.4
"4407","10","University of Oxford","United Kingdom",49.7,54.9,52.3,51.9,70.9,43.1,2015,"2",56.6
